job_id,image_name,object_count,label,area,min_x,min_y,max_x,max_y
12,000000001296,9,6,423,12,78,45,103
12,000000001296,9,7,344,0,89,22,118
12,000000001296,9,9,82,167,133,175,152
12,000000001296,9,10,4442,133,141,215,241
13,000000001353,3,3,50,133,139,143,147
13,000000001353,3,5,412,78,208,142,217
13,000000001353,3,7,132,99,251,131,255
14,000000001425,3,1,31821,0,0,255,240
14,000000001425,3,2,1173,136,0,173,47
14,000000001425,3,3,4211,8,110,166,160
15,000000001490,27,1,16953,0,0,255,72
15,000000001490,27,15,208,225,173,255,187
15,000000001490,27,17,138,17,175,41,186
15,000000001490,27,18,52,134,177,142,186
15,000000001490,27,25,748,158,182,246,210
15,000000001490,27,28,86,3,196,23,202
15,000000001490,27,29,292,132,198,162,213
15,000000001490,27,30,81,171,199,188,204
15,000000001490,27,31,471,30,200,106,217
15,000000001490,27,34,119,237,209,253,224
15,000000001490,27,35,1142,94,210,195,244
15,000000001490,27,37,73,0,211,18,217
15,000000001490,27,38,119,198,211,215,221
15,000000001490,27,39,244,31,212,57,236
15,000000001490,27,42,218,58,223,93,232
15,000000001490,27,43,83,0,225,21,233
15,000000001490,27,45,67,238,230,252,235
15,000000001490,27,49,75,73,235,87,242
15,000000001490,27,53,62,44,238,56,246
15,000000001490,27,55,132,185,238,205,250
15,000000001490,27,56,82,232,239,244,246
15,000000001490,27,65,62,148,246,157,255
15,000000001490,27,67,128,66,248,93,255
15,000000001490,27,68,153,161,249,198,255
15,000000001490,27,69,67,42,250,61,255
15,000000001490,27,70,115,119,250,146,255
15,000000001490,27,71,66,14,252,37,255
16,000000001503,5,1,876,0,0,10,91
16,000000001503,5,2,7250,93,14,209,108
16,000000001503,5,3,614,0,106,29,189
16,000000001503,5,4,1653,124,126,173,167
16,000000001503,5,6,12092,0,143,255,253
17,000000001532,10,1,28110,0,0,255,122
17,000000001532,10,5,136,81,125,95,135
17,000000001532,10,7,107,9,130,21,140
17,000000001532,10,13,124,130,181,153,190
17,000000001532,10,15,475,15,198,44,220
17,000000001532,10,16,76,194,198,203,206
17,000000001532,10,17,156,247,214,255,234
17,000000001532,10,21,1295,18,233,81,255
17,000000001532,10,22,58,7,237,14,247
17,000000001532,10,23,1056,180,239,255,255
18,000000001584,8,1,9250,0,0,255,71
18,000000001584,8,7,59,162,69,170,77
18,000000001584,8,9,1127,154,82,208,118
18,000000001584,8,12,294,56,114,132,121
18,000000001584,8,14,61,167,117,187,122
18,000000001584,8,18,1178,210,163,255,199
18,000000001584,8,19,1536,0,166,58,205
18,000000001584,8,26,3267,70,225,206,255
19,000000001675,3,1,10999,0,0,255,52
19,000000001675,3,4,4044,0,123,255,177
19,000000001675,3,5,1839,18,189,231,203
20,000000001761,8,1,52576,0,0,255,237
20,000000001761,8,6,56,138,207,144,217
20,000000001761,8,8,251,119,210,130,237
20,000000001761,8,10,106,106,213,115,228
20,000000001761,8,11,2220,120,215,213,253
20,000000001761,8,13,396,70,218,98,244
20,000000001761,8,14,1066,214,220,255,255
20,000000001761,8,16,107,104,228,112,244
21,000000001818,24,1,5285,0,0,184,128
21,000000001818,24,2,1967,114,0,204,74
21,000000001818,24,3,968,168,0,222,68
21,000000001818,24,4,297,208,0,230,36
21,000000001818,24,5,240,230,0,246,39
21,000000001818,24,6,240,244,0,255,32
21,000000001818,24,7,2338,0,30,81,84
21,000000001818,24,9,57,226,40,232,50
21,000000001818,24,15,292,239,77,255,121
21,000000001818,24,17,834,104,82,140,126
21,000000001818,24,18,1123,0,85,54,121
21,000000001818,24,25,290,232,113,240,159
21,000000001818,24,26,81,95,118,117,128
21,000000001818,24,29,446,0,127,35,146
21,000000001818,24,33,138,83,140,120,157
21,000000001818,24,34,204,106,140,137,171
21,000000001818,24,35,71,71,146,91,152
21,000000001818,24,36,502,128,149,164,178
21,000000001818,24,38,89,92,155,108,172
21,000000001818,24,39,100,0,158,13,165
21,000000001818,24,42,11067,0,165,228,255
21,000000001818,24,44,273,0,175,24,188
21,000000001818,24,45,135,0,198,15,208
21,000000001818,24,51,51,195,244,203,252
22,000000001993,4,1,25388,0,0,224,192
22,000000001993,4,4,103,150,99,158,116
22,000000001993,4,5,171,3,178,22,191
22,000000001993,4,7,207,3,195,22,209
23,000000002006,19,1,53,197,0,201,12
23,000000002006,19,2,1469,210,0,255,40
23,000000002006,19,5,77,5,24,24,29
23,000000002006,19,9,582,0,44,146,70
23,000000002006,19,12,151,87,58,106,67
23,000000002006,19,13,538,0,63,83,81
23,000000002006,19,18,57,190,88,199,96
23,000000002006,19,19,214,243,88,249,122
23,000000002006,19,25,97,165,108,174,127
23,000000002006,19,26,181,217,108,233,122
23,000000002006,19,28,121,125,115,135,127
23,000000002006,19,29,216,240,126,252,152
23,000000002006,19,32,69,102,154,115,161
23,000000002006,19,33,1588,12,171,77,211
23,000000002006,19,34,626,91,174,118,210
23,000000002006,19,41,340,229,214,255,228
23,000000002006,19,42,225,162,216,210,223
23,000000002006,19,43,1127,36,226,184,239
23,000000002006,19,44,4136,0,228,255,255
24,000000002149,10,1,1990,178,44,255,89
24,000000002149,10,2,165,32,56,55,66
24,000000002149,10,3,1986,32,64,105,105
24,000000002149,10,4,93,132,93,139,108
24,000000002149,10,6,272,185,114,208,134
24,000000002149,10,7,494,132,146,156,176
24,000000002149,10,8,2228,0,147,51,219
24,000000002149,10,9,1278,92,189,161,222
24,000000002149,10,10,143,231,210,242,225
24,000000002149,10,11,5941,0,215,255,255
25,000000002153,7,2,4832,0,57,201,91
25,000000002153,7,4,66,176,125,184,136
25,000000002153,7,7,601,144,156,188,180
25,000000002153,7,13,127,28,199,37,217
25,000000002153,7,14,105,217,200,230,218
25,000000002153,7,15,157,98,201,108,225
25,000000002153,7,17,52,154,209,160,218
26,000000002157,10,1,872,193,20,255,40
26,000000002157,10,2,60,108,27,127,29
26,000000002157,10,3,81,172,31,189,35
26,000000002157,10,6,54,94,41,102,49
26,000000002157,10,7,193,149,41,163,58
26,000000002157,10,8,458,109,44,144,59
26,000000002157,10,10,7213,110,64,255,201
26,000000002157,10,15,3933,0,122,90,215
26,000000002157,10,16,73,65,192,82,203
26,000000002157,10,17,1160,78,200,157,234
27,000000002261,5,3,7439,22,0,255,82
27,000000002261,5,13,156,146,59,168,69
27,000000002261,5,15,64,59,67,69,76
27,000000002261,5,16,30626,0,68,255,255
27,000000002261,5,19,55,15,141,24,150
28,000000002299,27,2,568,218,23,246,68
28,000000002299,27,3,76,28,26,41,32
28,000000002299,27,4,102,107,30,123,39
28,000000002299,27,5,155,69,31,85,43
28,000000002299,27,6,166,195,32,209,51
28,000000002299,27,7,134,26,36,42,48
28,000000002299,27,10,571,0,51,53,82
28,000000002299,27,12,100,249,54,255,76
28,000000002299,27,14,155,126,64,138,83
28,000000002299,27,15,6038,163,65,255,202
28,000000002299,27,17,4490,0,75,53,247
28,000000002299,27,18,133,86,75,98,87
28,000000002299,27,19,123,52,79,64,89
28,000000002299,27,22,808,67,89,107,128
28,000000002299,27,26,5684,88,105,186,215
28,000000002299,27,27,95,50,116,62,130
28,000000002299,27,30,89,58,166,75,171
28,000000002299,27,32,75,81,170,94,178
28,000000002299,27,33,260,57,175,84,195
28,000000002299,27,39,114,245,205,255,220
28,000000002299,27,40,89,151,210,166,217
28,000000002299,27,41,55,169,214,182,220
28,000000002299,27,43,115,106,218,120,229
28,000000002299,27,44,138,214,223,235,237
28,000000002299,27,46,59,82,230,91,240
28,000000002299,27,47,62,42,235,50,244
28,000000002299,27,51,242,135,254,255,255
29,000000002431,10,1,69,43,0,49,12
29,000000002431,10,2,85,183,0,196,10
29,000000002431,10,3,288,231,0,255,13
29,000000002431,10,6,81,101,15,117,31
29,000000002431,10,7,85,174,15,197,25
29,000000002431,10,8,25719,0,18,255,255
29,000000002431,10,9,59,204,25,221,29
29,000000002431,10,12,107,205,53,225,61
29,000000002431,10,14,107,33,126,53,133
29,000000002431,10,20,102,206,228,214,249
30,000000002473,4,3,158,117,67,133,83
30,000000002473,4,5,1037,109,92,132,158
30,000000002473,4,7,8954,0,181,255,255
30,000000002473,4,8,63,227,187,234,199
31,000000002532,6,1,252,221,0,255,11
31,000000002532,6,2,1749,54,7,139,39
31,000000002532,6,3,407,145,35,175,53
31,000000002532,6,5,61,26,56,40,62
31,000000002532,6,8,8844,0,101,255,168
31,000000002532,6,16,16856,0,162,255,255
32,000000002587,8,1,520,155,23,218,45
32,000000002587,8,2,69,228,23,248,30
32,000000002587,8,3,371,20,31,34,77
32,000000002587,8,4,759,66,35,109,82
32,000000002587,8,6,56,223,44,236,53
32,000000002587,8,7,11174,10,90,251,225
32,000000002587,8,9,182,132,123,165,134
32,000000002587,8,11,124,203,162,224,169
33,000000002592,4,1,13418,61,24,204,177
33,000000002592,4,2,1421,185,135,249,167
33,000000002592,4,7,850,90,175,130,203
33,000000002592,4,9,8658,11,201,255,255
34,000000002685,10,1,14444,46,0,255,236
34,000000002685,10,3,421,0,38,24,74
34,000000002685,10,6,66,240,71,249,78
34,000000002685,10,7,156,0,76,25,90
34,000000002685,10,9,227,7,92,28,112
34,000000002685,10,10,889,172,93,209,132
34,000000002685,10,18,1311,180,136,227,211
34,000000002685,10,23,440,26,149,66,170
34,000000002685,10,26,179,156,171,179,191
34,000000002685,10,33,69,236,234,255,241
35,000000002923,2,1,32546,0,0,255,142
35,000000002923,2,2,64,138,133,152,140
36,000000003156,13,1,301,6,0,19,32
36,000000003156,13,2,3153,0,0,107,76
36,000000003156,13,4,355,133,0,156,27
36,000000003156,13,5,20726,69,0,255,229
36,000000003156,13,10,105,246,40,255,50
36,000000003156,13,11,209,224,41,244,61
36,000000003156,13,12,84,204,43,212,52
36,000000003156,13,13,96,213,53,222,62
36,000000003156,13,14,103,223,63,232,73
36,000000003156,13,15,123,244,63,255,73
36,000000003156,13,16,87,203,64,211,73
36,000000003156,13,18,81,213,75,221,83
36,000000003156,13,25,76,229,234,238,245
37,000000003255,10,4,72,155,12,162,22
37,000000003255,10,5,1118,113,15,171,58
37,000000003255,10,6,53,239,15,251,23
37,000000003255,10,7,581,184,19,243,39
37,000000003255,10,12,5018,17,32,140,128
37,000000003255,10,13,68,243,37,252,49
37,000000003255,10,15,29900,0,38,255,255
37,000000003255,10,16,62,190,39,200,53
37,000000003255,10,25,232,169,73,205,88
37,000000003255,10,28,56,136,79,148,86
38,000000003501,5,1,28619,6,4,252,242
38,000000003501,5,7,60,126,86,135,93
38,000000003501,5,12,63,138,112,149,124
38,000000003501,5,13,208,154,114,174,136
38,000000003501,5,14,63,179,130,186,138
39,000000003553,8,4,5584,157,0,255,73
39,000000003553,8,11,143,0,30,24,44
39,000000003553,8,12,388,0,41,55,65
39,000000003553,8,19,70,38,85,53,93
39,000000003553,8,26,8620,122,126,255,227
39,000000003553,8,29,274,46,183,86,190
39,000000003553,8,31,89,71,194,83,203
39,000000003553,8,32,1019,0,202,55,233
40,000000003661,8,1,3769,52,0,166,64
40,000000003661,8,4,683,239,65,255,135
40,000000003661,8,5,1799,0,75,57,123
40,000000003661,8,6,232,62,113,92,125
40,000000003661,8,7,617,59,139,115,158
40,000000003661,8,8,4108,189,148,255,255
40,000000003661,8,11,547,0,184,19,221
40,000000003661,8,12,101,0,228,8,241
41,000000003845,13,1,497,32,0,77,35
41,000000003845,13,2,66,77,0,82,13
41,000000003845,13,3,13134,0,28,255,158
41,000000003845,13,7,388,51,79,83,103
41,000000003845,13,9,199,83,107,99,130
41,000000003845,13,11,119,0,118,9,133
41,000000003845,13,13,270,0,135,22,164
41,000000003845,13,16,506,226,148,255,189
41,000000003845,13,17,59,165,161,172,169
41,000000003845,13,18,346,175,161,206,181
41,000000003845,13,20,50,0,181,6,192
41,000000003845,13,22,135,25,186,46,195
41,000000003845,13,24,2074,18,194,255,241
42,000000003934,7,1,67,129,23,137,32
42,000000003934,7,2,366,90,25,115,46
42,000000003934,7,5,71,9,37,16,53
42,000000003934,7,6,90,231,43,242,60
42,000000003934,7,7,1103,158,45,212,78
42,000000003934,7,8,7770,26,55,143,234
42,000000003934,7,10,140,52,61,60,82
43,000000004134,6,1,957,53,0,255,6
43,000000004134,6,2,8236,138,36,219,255
43,000000004134,6,3,4322,0,52,63,198
43,000000004134,6,5,149,74,117,99,131
43,000000004134,6,6,959,64,153,122,183
43,000000004134,6,9,524,67,226,98,255
44,000000004395,4,2,411,146,0,183,16
44,000000004395,4,5,17768,0,58,128,255
44,000000004395,4,6,10050,135,86,255,255
44,000000004395,4,7,84,242,225,255,233
45,000000004495,4,1,24710,0,0,255,150
45,000000004495,4,4,68,205,157,212,171
45,000000004495,4,7,51,193,163,196,175
45,000000004495,4,9,54,184,164,188,176
46,000000004765,2,1,32386,0,0,255,255
46,000000004765,2,5,520,115,109,146,145
47,000000004795,7,1,31074,0,0,255,208
47,000000004795,7,3,3966,0,110,51,255
47,000000004795,7,5,962,231,173,255,255
47,000000004795,7,6,102,62,201,81,210
47,000000004795,7,7,1066,115,202,181,246
47,000000004795,7,10,341,59,212,75,255
47,000000004795,7,14,53,126,240,131,251
48,000000005001,20,1,3754,50,0,158,109
48,000000005001,20,4,151,238,28,248,44
48,000000005001,20,11,104,186,37,198,49
48,000000005001,20,12,68,118,39,129,47
48,000000005001,20,14,59,203,41,208,52
48,000000005001,20,20,56,158,49,170,64
48,000000005001,20,24,168,176,65,195,76
48,000000005001,20,29,59,12,91,20,103
48,000000005001,20,31,202,108,102,121,118
48,000000005001,20,32,55,22,122,33,130
48,000000005001,20,33,69,96,128,100,145
48,000000005001,20,34,514,112,137,140,174
48,000000005001,20,35,67,26,140,38,145
48,000000005001,20,36,60,23,149,36,155
48,000000005001,20,39,4707,13,151,228,226
48,000000005001,20,40,405,205,160,225,191
48,000000005001,20,41,212,185,162,202,182
48,000000005001,20,42,55,2,169,9,178
48,000000005001,20,45,127,0,189,20,196
48,000000005001,20,49,98,124,243,135,255
49,000000005037,16,1,15321,0,0,255,204
49,000000005037,16,2,131,65,34,79,46
49,000000005037,16,3,380,166,54,199,87
49,000000005037,16,4,57,65,60,79,65
49,000000005037,16,6,69,197,86,199,108
49,000000005037,16,12,95,23,117,44,123
49,000000005037,16,13,1376,197,121,255,175
49,000000005037,16,15,59,53,133,68,137
49,000000005037,16,20,98,125,189,135,199
49,000000005037,16,26,223,227,214,255,237
49,000000005037,16,29,67,7,233,30,238
49,000000005037,16,31,127,14,234,55,244
49,000000005037,16,33,159,36,238,83,250
49,000000005037,16,34,646,174,240,239,255
49,000000005037,16,35,205,101,241,130,255
49,000000005037,16,36,144,57,245,90,255
50,000000005060,7,1,7676,196,0,255,255
50,000000005060,7,2,456,236,26,255,60
50,000000005060,7,3,5153,80,64,187,195
50,000000005060,7,4,225,228,68,247,82
50,000000005060,7,6,1786,82,104,132,171
50,000000005060,7,11,51,115,212,127,217
50,000000005060,7,12,431,162,217,185,236
51,000000005193,10,1,235,96,48,113,76
51,000000005193,10,2,107,106,63,119,75
51,000000005193,10,3,95,76,67,90,79
51,000000005193,10,7,375,107,79,131,108
51,000000005193,10,11,382,180,113,205,134
51,000000005193,10,13,94,18,131,35,137
51,000000005193,10,14,1635,0,141,62,211
51,000000005193,10,15,352,0,144,15,182
51,000000005193,10,19,3920,80,212,255,255
51,000000005193,10,22,414,0,222,18,255
52,000000005477,7,1,42812,0,0,255,193
52,000000005477,7,3,1291,0,192,116,209
52,000000005477,7,4,191,219,198,255,205
52,000000005477,7,5,68,130,200,138,208
52,000000005477,7,6,130,164,203,193,209
52,000000005477,7,9,3610,0,207,255,233
52,000000005477,7,13,280,86,251,171,255
53,000000005503,3,3,1469,125,154,171,255
53,000000005503,3,4,888,48,166,74,255
53,000000005503,3,5,4707,70,182,154,255
54,000000005529,9,1,46395,0,0,255,255
54,000000005529,9,2,63,74,0,82,13
54,000000005529,9,3,87,85,0,99,11
54,000000005529,9,7,55,117,2,127,7
54,000000005529,9,11,225,172,4,192,39
54,000000005529,9,15,57,159,7,172,13
54,000000005529,9,16,192,130,9,162,40
54,000000005529,9,24,61,220,29,226,39
54,000000005529,9,32,66,34,51,45,58
55,000000005586,3,1,375,228,73,253,100
55,000000005586,3,3,18585,0,87,246,206
55,000000005586,3,10,5890,60,213,255,255
56,000000005600,5,1,4746,164,3,255,129
56,000000005600,5,2,3150,154,116,250,168
56,000000005600,5,4,108,121,140,136,154
56,000000005600,5,5,1291,0,172,38,229
56,000000005600,5,6,210,149,215,171,228
57,000000005992,7,1,9228,0,0,126,139
57,000000005992,7,3,90,125,43,134,71
57,000000005992,7,4,62,202,76,217,86
57,000000005992,7,5,108,115,80,124,94
57,000000005992,7,6,67,172,99,184,106
57,000000005992,7,7,85,194,99,202,116
57,000000005992,7,8,63,221,101,228,109
58,000000006012,16,2,2248,0,0,55,81
58,000000006012,16,3,53,46,0,59,5
58,000000006012,16,4,8853,42,0,197,174
58,000000006012,16,6,56,195,0,209,5
58,000000006012,16,7,2176,213,0,255,81
58,000000006012,16,9,162,198,11,212,28
58,000000006012,16,15,637,116,26,138,72
58,000000006012,16,23,5702,0,77,102,255
58,000000006012,16,24,5676,152,77,255,255
58,000000006012,16,25,894,108,84,147,117
58,000000006012,16,28,66,0,131,11,137
58,000000006012,16,29,4608,76,152,179,212
58,000000006012,16,30,94,249,201,255,223
58,000000006012,16,31,92,0,203,6,224
58,000000006012,16,32,404,6,228,37,255
58,000000006012,16,40,295,222,240,248,255
59,000000006040,5,1,2337,79,64,211,103
59,000000006040,5,2,2325,0,74,75,164
59,000000006040,5,3,5117,77,79,255,198
59,000000006040,5,4,99,70,112,74,141
59,000000006040,5,7,60,70,145,72,164
60,000000006213,3,1,37964,0,0,255,255
60,000000006213,3,2,495,234,65,247,109
60,000000006213,3,3,65,203,93,207,112
61,000000006460,3,1,28820,0,0,255,168
61,000000006460,3,8,143,105,100,118,117
61,000000006460,3,9,2769,0,240,255,255
62,000000006471,5,1,923,0,0,203,13
62,000000006471,5,2,16074,0,70,255,255
62,000000006471,5,16,103,7,190,18,204
62,000000006471,5,17,354,18,191,52,207
62,000000006471,5,21,356,0,208,22,233
63,000000006614,1,1,57641,0,0,255,255
64,000000006723,16,1,12099,0,0,155,128
64,000000006723,16,2,8924,156,0,255,115
64,000000006723,16,6,573,39,60,65,108
64,000000006723,16,12,551,209,102,232,133
64,000000006723,16,13,113,45,110,57,126
64,000000006723,16,16,66,2,122,5,143
64,000000006723,16,19,50,126,129,138,133
64,000000006723,16,22,222,232,143,244,162
64,000000006723,16,24,53,172,145,181,151
64,000000006723,16,28,52,68,150,79,156
64,000000006723,16,29,64,188,150,199,157
64,000000006723,16,30,100,0,151,19,157
64,000000006723,16,32,4726,168,156,255,255
64,000000006723,16,42,396,42,194,118,226
64,000000006723,16,47,260,85,218,139,255
64,000000006723,16,48,187,0,226,37,243
65,000000006763,4,2,1091,0,14,53,50
65,000000006763,4,3,1488,171,23,236,63
65,000000006763,4,5,50,3,127,12,133
65,000000006763,4,8,1984,142,158,185,236
66,000000006771,12,1,27934,0,0,255,163
66,000000006771,12,3,169,179,98,199,107
66,000000006771,12,4,268,121,111,147,129
66,000000006771,12,6,111,102,121,117,132
66,000000006771,12,8,272,109,138,142,153
66,000000006771,12,9,334,81,143,109,161
66,000000006771,12,11,166,58,161,70,183
66,000000006771,12,13,195,29,168,48,187
66,000000006771,12,14,128,144,168,152,193
66,000000006771,12,18,1719,52,190,91,255
66,000000006771,12,19,64,12,194,23,203
66,000000006771,12,20,1613,110,199,174,247
67,000000006818,2,1,36747,0,0,255,202
67,000000006818,2,4,113,102,175,120,186
68,000000006894,7,1,25591,0,0,255,255
68,000000006894,7,2,92,6,57,25,66
68,000000006894,7,3,113,27,64,46,76
68,000000006894,7,4,449,90,79,130,96
68,000000006894,7,5,313,30,110,55,139
68,000000006894,7,7,234,150,113,188,133
68,000000006894,7,9,241,60,128,78,157
69,000000006954,17,1,857,0,0,22,69
69,000000006954,17,3,1131,66,0,112,69
69,000000006954,17,4,17454,87,0,255,236
69,000000006954,17,11,93,67,76,84,83
69,000000006954,17,15,74,235,97,243,108
69,000000006954,17,18,1317,35,105,90,150
69,000000006954,17,19,348,0,119,15,161
69,000000006954,17,21,3466,185,125,255,215
69,000000006954,17,22,175,186,169,203,188
69,000000006954,17,32,75,244,211,255,222
69,000000006954,17,33,222,97,212,120,232
69,000000006954,17,34,54,76,215,85,224
69,000000006954,17,44,64,109,235,123,241
69,000000006954,17,50,123,92,238,117,255
69,000000006954,17,52,133,187,239,216,246
69,000000006954,17,54,83,13,244,28,255
69,000000006954,17,58,67,123,246,137,252
70,000000007088,7,1,920,0,0,48,56
70,000000007088,7,2,16450,0,0,255,255
70,000000007088,7,4,88,41,16,58,24
70,000000007088,7,7,61,25,30,33,44
70,000000007088,7,10,238,221,71,255,79
70,000000007088,7,11,6425,167,83,255,255
70,000000007088,7,16,89,122,194,134,202
71,000000007108,15,1,4362,0,0,154,94
71,000000007108,15,4,1527,216,0,255,65
71,000000007108,15,5,55,145,25,152,35
71,000000007108,15,6,97,128,30,143,45
71,000000007108,15,7,64,73,34,86,45
71,000000007108,15,8,94,165,42,181,56
71,000000007108,15,12,78,208,53,220,60
71,000000007108,15,14,111,168,61,183,72
71,000000007108,15,15,76,224,61,237,73
71,000000007108,15,17,135,97,63,118,75
71,000000007108,15,18,114,189,63,201,75
71,000000007108,15,20,198,155,70,174,89
71,000000007108,15,28,1687,0,118,31,199
71,000000007108,15,30,1049,14,162,51,209
71,000000007108,15,31,107,221,180,229,194
72,000000007278,4,1,21431,0,2,255,163
72,000000007278,4,4,61,171,100,179,111
72,000000007278,4,12,204,104,174,122,191
72,000000007278,4,14,1311,0,179,75,225
73,000000007281,18,1,30394,0,0,255,126
73,000000007281,18,3,83,240,107,255,119
73,000000007281,18,4,104,219,119,233,128
73,000000007281,18,6,160,157,134,175,149
73,000000007281,18,9,1098,204,142,236,181
73,000000007281,18,10,643,50,143,151,156
73,000000007281,18,12,152,18,148,45,159
73,000000007281,18,13,68,0,152,14,159
73,000000007281,18,15,117,67,159,96,168
73,000000007281,18,16,635,97,159,151,174
73,000000007281,18,18,53,180,165,186,175
73,000000007281,18,20,70,185,180,192,190
73,000000007281,18,23,69,148,195,161,204
73,000000007281,18,25,2233,185,202,255,255
73,000000007281,18,26,67,182,203,191,213
73,000000007281,18,27,3325,0,212,178,255
73,000000007281,18,28,114,40,213,65,221
73,000000007281,18,33,120,28,225,59,232
74,000000007386,18,5,1134,118,16,169,132
74,000000007386,18,6,278,177,16,197,39
74,000000007386,18,8,170,90,27,130,39
74,000000007386,18,9,207,153,33,176,50
74,000000007386,18,13,66,199,42,208,54
74,000000007386,18,16,51,208,63,219,70
74,000000007386,18,21,3930,169,78,255,255
74,000000007386,18,24,66,239,107,255,111
74,000000007386,18,27,409,91,135,121,165
74,000000007386,18,31,63,88,163,100,170
74,000000007386,18,33,692,75,181,160,207
74,000000007386,18,35,298,16,185,40,201
74,000000007386,18,37,53,172,197,180,203
74,000000007386,18,39,52,186,201,197,206
74,000000007386,18,40,75,31,206,45,212
74,000000007386,18,43,236,228,215,248,255
74,000000007386,18,46,1115,0,235,77,255
74,000000007386,18,47,95,127,250,156,255
75,000000007511,7,1,30514,0,0,255,134
75,000000007511,7,3,338,37,144,116,151
75,000000007511,7,4,13474,4,147,181,255
75,000000007511,7,5,3153,206,149,255,235
75,000000007511,7,8,251,179,217,193,238
75,000000007511,7,9,533,221,228,255,255
75,000000007511,7,10,63,0,239,4,255
76,000000007574,14,1,6839,198,3,255,202
76,000000007574,14,2,7142,0,55,118,156
76,000000007574,14,3,132,0,90,4,123
76,000000007574,14,4,58,226,141,236,148
76,000000007574,14,6,85,135,146,144,156
76,000000007574,14,8,488,150,153,162,194
